system:index,tx,ty,zoom,.geo
2128,6509,3861,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.03912452178807,10.227537381532432],[106.08489892172958,10.227537381532432],[106.08489892172958,10.272581860816537],[106.03912452178807,10.272581860816537],[106.03912452178807,10.227537381532432]]]}"
2138,6509,3871,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.03912574569027,9.794777698204141],[106.08489769782736,9.794777698204141],[106.08489769782736,9.839879973569252],[106.03912574569027,9.839879973569252],[106.03912574569027,9.794777698204141]]]}"
2139,6509,3872,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.03912586512426,9.751470254547476],[106.08489757839337,9.751470254547476],[106.08489757839337,9.796578177820432],[106.03912586512426,9.796578177820432],[106.03912586512426,9.751470254547476]]]}"
2140,6509,3873,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.03912598402106,9.708157183992183],[106.08489745949659,9.708157183992183],[106.08489745949659,9.753270731162772],[106.03912598402106,9.753270731162772],[106.03912598402106,9.708157183992183]]]}"
2151,6510,3810,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.08306275387005,12.424947898414567],[106.1288513146485,12.424947898414567],[106.1288513146485,12.469660921665204],[106.08306275387005,12.469660921665204],[106.08306275387005,12.424947898414567]]]}"
2201,6510,3860,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.08306970894049,10.270781348323426],[106.12884435957808,10.270781348323426],[106.12884435957808,10.31581991665959],[106.08306970894049,10.31581991665959],[106.08306970894049,10.270781348323426]]]}"
2202,6510,3861,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.08306983428852,10.227537381532432],[106.12884423423004,10.227537381532432],[106.12884423423004,10.27258186081654],[106.08306983428852,10.27258186081654],[106.08306983428852,10.227537381532432]]]}"
2213,6510,3872,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.08307117762473,9.751470254547476],[106.12884289089382,9.751470254547476],[106.12884289089382,9.796578177820432],[106.08307117762473,9.796578177820432],[106.08307117762473,9.751470254547476]]]}"
2214,6510,3873,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.08307129652151,9.708157183992181],[106.12884277199704,9.708157183992181],[106.12884277199704,9.753270731162775],[106.08307129652151,9.753270731162775],[106.08307129652151,9.708157183992181]]]}"
2215,6510,3874,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.08307141488116,9.664838510562417],[106.1288426536374,9.664838510562417],[106.1288426536374,9.709957657604487],[106.08307141488116,9.709957657604487],[106.08307141488116,9.664838510562417]]]}"
2216,6510,3875,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.08307153270373,9.621514258298346],[106.12884253581484,9.621514258298346],[106.12884253581484,9.666638981169744],[106.08307153270373,9.666638981169744],[106.08307153270373,9.621514258298346]]]}"
2275,6511,3860,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.12701502144097,10.270781348323426],[106.17278967207854,10.270781348323426],[106.17278967207854,10.315819916659587],[106.12701502144097,10.315819916659587],[106.12701502144097,10.270781348323426]]]}"
2276,6511,3861,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.12701514678899,10.227537381532432],[106.17278954673051,10.227537381532432],[106.17278954673051,10.27258186081654],[106.12701514678899,10.27258186081654],[106.12701514678899,10.227537381532432]]]}"
2277,6511,3862,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.12701527159902,10.18428752464537],[106.17278942192048,10.18428752464537],[106.17278942192048,10.229337891047045],[106.12701527159902,10.229337891047045],[106.12701527159902,10.18428752464537]]]}"
2278,6511,3863,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.12701539587113,10.141031801507118],[106.17278929764838,10.141031801507118],[106.17278929764838,10.186088031179398],[106.12701539587113,10.186088031179398],[106.12701539587113,10.141031801507118]]]}"
2288,6511,3873,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.12701660902198,9.708157183992183],[106.17278808449753,9.708157183992183],[106.17278808449753,9.75327073116277],[106.12701660902198,9.75327073116277],[106.12701660902198,9.708157183992183]]]}"
2289,6511,3874,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.12701672738162,9.664838510562417],[106.17278796613789,9.664838510562417],[106.17278796613789,9.709957657604484],[106.12701672738162,9.709957657604484],[106.12701672738162,9.664838510562417]]]}"
2290,6511,3875,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.12701684520418,9.621514258298346],[106.17278784831532,9.621514258298346],[106.17278784831532,9.666638981169744],[106.12701684520418,9.666638981169744],[106.12701684520418,9.621514258298346]]]}"
2291,6511,3876,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.12701696248975,9.578184451255858],[106.17278773102976,9.578184451255858],[106.17278773102976,9.623314725898712],[106.12701696248975,9.623314725898712],[106.12701696248975,9.578184451255858]]]}"
2348,6512,3859,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.17096020805532,10.314019401190068],[106.21673511046511,10.314019401190068],[106.21673511046511,10.359052034764614],[106.17096020805532,10.359052034764614],[106.17096020805532,10.314019401190068]]]}"
2349,6512,3860,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.17096033394144,10.270781348323428],[106.21673498457899,10.270781348323428],[106.21673498457899,10.315819916659589],[106.17096033394144,10.315819916659589],[106.17096033394144,10.270781348323428]]]}"
2350,6512,3861,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.17096045928946,10.227537381532432],[106.21673485923097,10.227537381532432],[106.21673485923097,10.272581860816542],[106.17096045928946,10.272581860816542],[106.17096045928946,10.227537381532432]]]}"
2352,6512,3863,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.17096070837161,10.141031801507118],[106.21673461014883,10.141031801507118],[106.21673461014883,10.186088031179397],[106.17096070837161,10.186088031179397],[106.17096070837161,10.141031801507118]]]}"
2353,6512,3864,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.17096083210585,10.097770235979276],[106.21673448641458,10.097770235979276],[106.21673448641458,10.142832305058485],[106.17096083210585,10.142832305058485],[106.17096083210585,10.097770235979276]]]}"
2363,6512,3874,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.1709620398821,9.664838510562417],[106.21673327863833,9.664838510562417],[106.21673327863833,9.709957657604486],[106.1709620398821,9.709957657604486],[106.1709620398821,9.664838510562417]]]}"
2364,6512,3875,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.17096215770466,9.621514258298346],[106.21673316081576,9.621514258298346],[106.21673316081576,9.666638981169742],[106.17096215770466,9.666638981169742],[106.17096215770466,9.621514258298346]]]}"
2365,6512,3876,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.1709622749902,9.578184451255858],[106.21673304353021,9.578184451255858],[106.21673304353021,9.62331472589871],[106.1709622749902,9.62331472589871],[106.1709622749902,9.578184451255858]]]}"
2366,6512,3877,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.17096239173884,9.534849113506718],[106.21673292678159,9.534849113506718],[106.21673292678159,9.579984915847286],[106.17096239173884,9.579984915847286],[106.17096239173884,9.534849113506718]]]}"
2367,6512,3878,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.1709625079506,9.4915082691384],[106.21673281056982,9.4915082691384],[106.21673281056982,9.536649575087239],[106.1709625079506,9.536649575087239],[106.1709625079506,9.4915082691384]]]}"
2422,6513,3859,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.21490552055577,10.314019401190068],[106.26068042296555,10.314019401190068],[106.26068042296555,10.359052034764614],[106.21490552055577,10.359052034764614],[106.21490552055577,10.314019401190068]]]}"
2424,6513,3861,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.21490577178992,10.227537381532432],[106.26068017173141,10.227537381532432],[106.26068017173141,10.272581860816539],[106.21490577178992,10.272581860816539],[106.21490577178992,10.227537381532432]]]}"
2427,6513,3864,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.2149061446063,10.097770235979274],[106.26067979891502,10.097770235979274],[106.26067979891502,10.142832305058487],[106.2149061446063,10.142832305058487],[106.2149061446063,10.097770235979274]]]}"
2428,6513,3865,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.21490626780276,10.054502851939906],[106.26067967571856,10.054502851939906],[106.26067967571856,10.099570736545918],[106.21490626780276,10.099570736545918],[106.21490626780276,10.054502851939906]]]}"
2438,6513,3875,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.2149074702051,9.621514258298346],[106.26067847331622,9.621514258298346],[106.26067847331622,9.666638981169742],[106.2149074702051,9.666638981169742],[106.2149074702051,9.621514258298346]]]}"
2439,6513,3876,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.21490758749067,9.578184451255856],[106.26067835603065,9.578184451255856],[106.26067835603065,9.62331472589871],[106.21490758749067,9.62331472589871],[106.21490758749067,9.578184451255856]]]}"
2441,6513,3878,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.21490782045106,9.491508269138402],[106.26067812307026,9.491508269138402],[106.26067812307026,9.53664957508724],[106.21490782045106,9.53664957508724],[106.21490782045106,9.491508269138402]]]}"
2496,6514,3859,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.25885083305623,10.314019401190068],[106.30462573546603,10.314019401190068],[106.30462573546603,10.359052034764618],[106.25885083305623,10.359052034764618],[106.25885083305623,10.314019401190068]]]}"
2498,6514,3861,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.25885108429038,10.227537381532432],[106.30462548423189,10.227537381532432],[106.30462548423189,10.272581860816539],[106.25885108429038,10.272581860816539],[106.25885108429038,10.227537381532432]]]}"
2502,6514,3865,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.25885158030322,10.054502851939908],[106.30462498821905,10.054502851939908],[106.30462498821905,10.099570736545914],[106.25885158030322,10.099570736545914],[106.25885158030322,10.054502851939908]]]}"
2503,6514,3866,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.25885170296196,10.011229673283605],[106.30462486556029,10.011229673283605],[106.30462486556029,10.05630334951976],[106.25885170296196,10.05630334951976],[106.25885170296196,10.011229673283605]]]}"
2513,6514,3876,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.25885289999111,9.578184451255856],[106.30462366853114,9.578184451255856],[106.30462366853114,9.623314725898712],[106.25885289999111,9.623314725898712],[106.25885289999111,9.578184451255856]]]}"
2570,6515,3859,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.3027961455567,10.314019401190066],[106.34857104796649,10.314019401190066],[106.34857104796649,10.359052034764614],[106.3027961455567,10.359052034764614],[106.3027961455567,10.314019401190066]]]}"
2572,6515,3861,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.30279639679084,10.227537381532434],[106.34857079673235,10.227537381532434],[106.34857079673235,10.272581860816539],[106.30279639679084,10.272581860816539],[106.30279639679084,10.227537381532434]]]}"
2573,6515,3862,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.30279652160088,10.18428752464537],[106.3485706719223,10.18428752464537],[106.3485706719223,10.229337891047045],[106.30279652160088,10.229337891047045],[106.30279652160088,10.18428752464537]]]}"
2577,6515,3866,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.30279701546245,10.011229673283605],[106.34857017806075,10.011229673283605],[106.34857017806075,10.05630334951976],[106.30279701546245,10.05630334951976],[106.30279701546245,10.011229673283605]]]}"
2578,6515,3867,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.30279713758355,9.967950723921351],[106.34857005593963,9.967950723921351],[106.34857005593963,10.013030167874614],[106.30279713758355,10.013030167874614],[106.30279713758355,9.967950723921351]]]}"
2644,6516,3859,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.34674145805715,10.314019401190068],[106.39251636046698,10.314019401190068],[106.39251636046698,10.359052034764616],[106.34674145805715,10.359052034764616],[106.34674145805715,10.314019401190068]]]}"
2647,6516,3862,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.34674183410134,10.18428752464537],[106.39251598442279,10.18428752464537],[106.39251598442279,10.229337891047045],[106.34674183410134,10.229337891047045],[106.34674183410134,10.18428752464537]]]}"
2648,6516,3863,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.34674195837344,10.141031801507118],[106.3925158601507,10.141031801507118],[106.3925158601507,10.186088031179397],[106.34674195837344,10.186088031179397],[106.34674195837344,10.141031801507118]]]}"
2649,6516,3864,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.3467420821077,10.097770235979276],[106.39251573641646,10.097770235979276],[106.39251573641646,10.142832305058485],[106.3467420821077,10.142832305058485],[106.3467420821077,10.097770235979276]]]}"
2652,6516,3867,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.34674245008401,9.967950723921351],[106.39251536844012,9.967950723921351],[106.39251536844012,10.013030167874616],[106.34674245008401,10.013030167874616],[106.34674245008401,9.967950723921351]]]}"
2653,6516,3868,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.34674257166756,9.924666027780516],[106.39251524685658,9.924666027780516],[106.39251524685658,9.96975121552148],[106.34674257166756,9.96975121552148],[106.34674257166756,9.924666027780516]]]}"
2718,6517,3859,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.39068677055764,10.314019401190068],[106.43646167296741,10.314019401190068],[106.43646167296741,10.359052034764616],[106.39068677055764,10.359052034764616],[106.39068677055764,10.314019401190068]]]}"
2719,6517,3860,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.39068689644374,10.270781348323428],[106.43646154708131,10.270781348323428],[106.43646154708131,10.315819916659589],[106.39068689644374,10.315819916659589],[106.39068689644374,10.270781348323428]]]}"
2723,6517,3864,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.39068739460816,10.097770235979276],[106.43646104891688,10.097770235979276],[106.43646104891688,10.142832305058487],[106.39068739460816,10.142832305058487],[106.39068739460816,10.097770235979276]]]}"
2724,6517,3865,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.39068751780462,10.054502851939908],[106.43646092572043,10.054502851939908],[106.43646092572043,10.099570736545914],[106.39068751780462,10.099570736545914],[106.39068751780462,10.054502851939908]]]}"
2726,6517,3867,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.39068776258449,9.967950723921351],[106.43646068094057,9.967950723921351],[106.43646068094057,10.013030167874616],[106.39068776258449,10.013030167874616],[106.39068776258449,9.967950723921351]]]}"
2727,6517,3868,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.39068788416803,9.924666027780518],[106.436460559357,9.924666027780518],[106.436460559357,9.969751215521478],[106.39068788416803,9.969751215521478],[106.39068788416803,9.924666027780518]]]}"
2728,6517,3869,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.39068800521409,9.88137560880479],[106.43646043831096,9.88137560880479],[106.43646043831096,9.926466516387718],[106.39068800521409,9.926466516387718],[106.39068800521409,9.88137560880479]]]}"
2793,6518,3860,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.43463220894421,10.270781348323426],[106.48040685958175,10.270781348323426],[106.48040685958175,10.315819916659589],[106.43463220894421,10.315819916659589],[106.43463220894421,10.270781348323426]]]}"
2798,6518,3865,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.43463283030508,10.054502851939908],[106.48040623822087,10.054502851939908],[106.48040623822087,10.099570736545918],[106.43463283030508,10.099570736545918],[106.43463283030508,10.054502851939908]]]}"
2799,6518,3866,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.43463295296382,10.011229673283605],[106.48040611556212,10.011229673283605],[106.48040611556212,10.056303349519759],[106.43463295296382,10.056303349519759],[106.43463295296382,10.011229673283605]]]}"
2801,6518,3868,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.43463319666849,9.924666027780518],[106.48040587185744,9.924666027780518],[106.48040587185744,9.969751215521477],[106.43463319666849,9.969751215521477],[106.43463319666849,9.924666027780518]]]}"
2802,6518,3869,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.43463331771454,9.881375608804792],[106.4804057508114,9.881375608804792],[106.4804057508114,9.92646651638772],[106.43463331771454,9.92646651638772],[106.43463331771454,9.881375608804792]]]}"
2803,6518,3870,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.43463343822317,9.838079490953975],[106.48040563030277,9.838079490953975],[106.48040563030277,9.88317609441704],[106.43463343822317,9.88317609441704],[106.43463343822317,9.838079490953975]]]}"
2867,6519,3860,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.47857752144463,10.270781348323426],[106.52435217208222,10.270781348323426],[106.52435217208222,10.315819916659587],[106.47857752144463,10.315819916659587],[106.47857752144463,10.270781348323426]]]}"
2868,6519,3861,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.47857764679267,10.227537381532432],[106.5243520467342,10.227537381532432],[106.5243520467342,10.272581860816539],[106.47857764679267,10.272581860816539],[106.47857764679267,10.227537381532432]]]}"
2873,6519,3866,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.47857826546426,10.011229673283605],[106.52435142806259,10.011229673283605],[106.52435142806259,10.05630334951976],[106.47857826546426,10.05630334951976],[106.47857826546426,10.011229673283605]]]}"
2874,6519,3867,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.47857838758537,9.967950723921351],[106.52435130594148,9.967950723921351],[106.52435130594148,10.013030167874613],[106.47857838758537,10.013030167874613],[106.47857838758537,9.967950723921351]]]}"
2876,6519,3869,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.47857863021498,9.881375608804792],[106.52435106331187,9.881375608804792],[106.52435106331187,9.92646651638772],[106.47857863021498,9.92646651638772],[106.47857863021498,9.881375608804792]]]}"
2877,6519,3870,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.4785787507236,9.838079490953975],[106.52435094280325,9.838079490953975],[106.52435094280325,9.883176094417042],[106.4785787507236,9.883176094417042],[106.4785787507236,9.838079490953975]]]}"
2878,6519,3871,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.47857887069488,9.794777698204143],[106.52435082283196,9.794777698204143],[106.52435082283196,9.839879973569252],[106.47857887069488,9.839879973569252],[106.47857887069488,9.794777698204143]]]}"
2941,6520,3860,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.5225228339451,10.270781348323426],[106.56829748458267,10.270781348323426],[106.56829748458267,10.315819916659589],[106.5225228339451,10.315819916659589],[106.5225228339451,10.270781348323426]]]}"
2942,6520,3861,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.52252295929316,10.227537381532432],[106.56829735923465,10.227537381532432],[106.56829735923465,10.272581860816539],[106.52252295929316,10.272581860816539],[106.52252295929316,10.227537381532432]]]}"
2948,6520,3867,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.52252370008586,9.967950723921351],[106.56829661844195,9.967950723921351],[106.56829661844195,10.013030167874614],[106.52252370008586,10.013030167874614],[106.52252370008586,9.967950723921351]]]}"
2951,6520,3870,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.52252406322408,9.838079490953977],[106.56829625530371,9.838079490953977],[106.56829625530371,9.883176094417044],[106.52252406322408,9.883176094417044],[106.52252406322408,9.838079490953977]]]}"
3015,6521,3860,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.56646814644557,10.270781348323428],[106.61224279708316,10.270781348323428],[106.61224279708316,10.31581991665959],[106.56646814644557,10.31581991665959],[106.56646814644557,10.270781348323428]]]}"
3016,6521,3861,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.56646827179361,10.227537381532432],[106.61224267173512,10.227537381532432],[106.61224267173512,10.272581860816542],[106.56646827179361,10.272581860816542],[106.56646827179361,10.227537381532432]]]}"
3022,6521,3867,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.56646901258632,9.967950723921353],[106.6122419309424,9.967950723921353],[106.6122419309424,10.013030167874616],[106.56646901258632,10.013030167874616],[106.56646901258632,9.967950723921353]]]}"
3023,6521,3868,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.56646913416986,9.924666027780518],[106.61224180935886,9.924666027780518],[106.61224180935886,9.969751215521477],[106.56646913416986,9.969751215521477],[106.56646913416986,9.924666027780518]]]}"
3089,6522,3860,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.61041345894606,10.270781348323428],[106.65618810958361,10.270781348323428],[106.65618810958361,10.315819916659587],[106.61041345894606,10.315819916659587],[106.61041345894606,10.270781348323428]]]}"
3090,6522,3861,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.61041358429408,10.227537381532432],[106.65618798423559,10.227537381532432],[106.65618798423559,10.27258186081654],[106.61041358429408,10.27258186081654],[106.61041358429408,10.227537381532432]]]}"
3091,6522,3862,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.61041370910411,10.18428752464537],[106.65618785942554,10.18428752464537],[106.65618785942554,10.229337891047045],[106.61041370910411,10.229337891047045],[106.61041370910411,10.18428752464537]]]}"
3097,6522,3868,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.61041444667033,9.924666027780516],[106.65618712185932,9.924666027780516],[106.65618712185932,9.969751215521478],[106.61041444667033,9.969751215521478],[106.61041444667033,9.924666027780516]]]}"
3163,6523,3860,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.65435877144651,10.270781348323426],[106.7001334220841,10.270781348323426],[106.7001334220841,10.315819916659589],[106.65435877144651,10.315819916659589],[106.65435877144651,10.270781348323426]]]}"
3165,6523,3862,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.65435902160458,10.18428752464537],[106.70013317192604,10.18428752464537],[106.70013317192604,10.229337891047043],[106.65435902160458,10.229337891047043],[106.65435902160458,10.18428752464537]]]}"
3237,6524,3860,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.69830408394698,10.270781348323426],[106.74407873458455,10.270781348323426],[106.74407873458455,10.31581991665959],[106.69830408394698,10.31581991665959],[106.69830408394698,10.270781348323426]]]}"
3238,6524,3861,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.69830420929502,10.227537381532432],[106.74407860923651,10.227537381532432],[106.74407860923651,10.272581860816537],[106.69830420929502,10.272581860816537],[106.69830420929502,10.227537381532432]]]}"
3239,6524,3862,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.69830433410506,10.18428752464537],[106.74407848442648,10.18428752464537],[106.74407848442648,10.229337891047045],[106.69830433410506,10.229337891047045],[106.69830433410506,10.18428752464537]]]}"
3312,6525,3861,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.74224952179547,10.227537381532432],[106.78802392173695,10.227537381532432],[106.78802392173695,10.27258186081654],[106.74224952179547,10.27258186081654],[106.74224952179547,10.227537381532432]]]}"
3313,6525,3862,13,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[106.7422496466055,10.18428752464537],[106.78802379692692,10.18428752464537],[106.78802379692692,10.229337891047045],[106.7422496466055,10.229337891047045],[106.7422496466055,10.18428752464537]]]}"
